"","Var1","Var2","value"
"1397","4-H/USDA Robotics Digital Badges","Badges Work for Vets",1
"1401","American Graduate: Let's Make It Happen Badges","Badges Work for Vets",1
"1403","Badges for Lifelong Learning","Badges Work for Vets",5
"1404","Badges in Higher Ed","Badges Work for Vets",2
"1408","Black Cloud: Environmental Studies Gaming","Badges Work for Vets",1
"1417","Collaborative Data","Badges Work for Vets",1
"1418","Computer Science Student Network Badge System","Badges Work for Vets",1
"1419","Conservation Connection","Badges Work for Vets",1
"1425","Design for America: A Badge Community for Innovation","Badges Work for Vets",1
"1433","Digital Media & Learning Competition 1","Badges Work for Vets",1
"1434","Digital Media & Learning Competition 2","Badges Work for Vets",1
"1435","Digital Media & Learning Competition 3","Badges Work for Vets",1
"1436","Digital Media & Learning Competition 4","Badges Work for Vets",7
"1437","Digital Media and Learning Competitions","Badges Work for Vets",1
"1440","Disney-Pixar Wilderness Explorers Badges","Badges Work for Vets",1
"1442","Duke PhD Lab","Badges Work for Vets",1
"1443","EarthWorks","Badges Work for Vets",1
"1447","Fab@School","Badges Work for Vets",1
"1460","HASTAC Scholars - Evaluation of Impact","Badges Work for Vets",1
"1464","HASTAC@Duke","Badges Work for Vets",1
"1471","Intel and Society for Science and the Public Badges","Badges Work for Vets",1
"1473","LevelUp","Badges Work for Vets",1
"1474","Leverage for Digital On-Ramps","Badges Work for Vets",1
"1477","Mobile Action Lab","Badges Work for Vets",1
"1478","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Badges Work for Vets",1
"1481","Moodle as Issuer, Mahara as Displayer","Badges Work for Vets",1
"1483","My Girl Scout Sash Is An App","Badges Work for Vets",1
"1484","National Manufacturing Badge System","Badges Work for Vets",2
"1486","NatureBadges: Open Source Nature & Science Badge System","Badges Work for Vets",1
"1496","Partners in Learning Network Badges","Badges Work for Vets",1
"1497","Pathways for Lifelong Learning","Badges Work for Vets",2
"1498","Pathways to Global Competence: A Badge System for Students","Badges Work for Vets",1
"1501","Planet Stewards: Personalized Learning in 3D GameLab","Badges Work for Vets",1
"1503","Preparing Librarians to Meet the Needs of 21st Century Teens","Badges Work for Vets",1
"1507","S2R Medals","Badges Work for Vets",1
"1508","SA&FS Learner Driven Badges Project","Badges Work for Vets",2
"1523","Staff","Badges Work for Vets",1
"1527","Sweet Water AQUAPONS","Badges Work for Vets",1
"1543","Voces Moviles (Mobile Voices)","Badges Work for Vets",1
"1545","Who Built America? Badges for Teaching Disciplinary Literacy in History","Badges Work for Vets",1
"1549","Youth APPLab","Badges Work for Vets",1
"1550","Youth Digital Filmmaker Badge System","Badges Work for Vets",2
"1558","Badges for Lifelong Learning","BadgeStack",1
"1579","Design Exchange","BadgeStack",2
"1591","Digital Media & Learning Competition 4","BadgeStack",5
"1626","Intel and Society for Science and the Public Badges","BadgeStack",1
"1641","NatureBadges: Open Source Nature & Science Badge System","BadgeStack",2
"1700","Who Built America? Badges for Teaching Disciplinary Literacy in History","BadgeStack",1
"1706","#transformDH","Better things to do",2
"1710","Alt-Ac","Better things to do",1
"1712","Authority Control: Information and Library Science","Better things to do",2
"1713","Badges for Lifelong Learning","Better things to do",1
"1726","Collaboration","Better things to do",1
"1729","Conservation Connection","Better things to do",1
"1743","Digital Media & Learning Competition 1","Better things to do",1
"1745","Digital Media & Learning Competition 3","Better things to do",1
"1746","Digital Media & Learning Competition 4","Better things to do",1
"1756","Electronic Literature Organization","Better things to do",2
"1758","Fembot Collective","Better things to do",3
"1759","Feminist Scholars Digital Workshop","Better things to do",1
"1767","Graphic, Visual and Multi-modal Storytelling","Better things to do",3
"1768","GreaterThanGames Virtual Lab","Better things to do",1
"1778","HyperCities","Better things to do",1
"1799","New Media and Social Movements","Better things to do",4
"1809","Pedagogy","Better things to do",5
"1811","Planet Stewards: Personalized Learning in 3D GameLab","Better things to do",1
"1814","Queer DML","Better things to do",1
"1820","Scholar Class 2010","Better things to do",1
"1821","Scholar Class 2011","Better things to do",1
"1822","Scholar Class 2012","Better things to do",1
"1823","Scholar Class 2013","Better things to do",5
"1824","Scholars","Better things to do",7
"1828","Semantic Web","Better things to do",1
"1862","4-H/USDA Robotics Digital Badges","Black Cloud: Environmental Studies Gaming",1
"1866","American Graduate: Let's Make It Happen Badges","Black Cloud: Environmental Studies Gaming",1
"1868","Badges for Lifelong Learning","Black Cloud: Environmental Studies Gaming",1
"1869","Badges in Higher Ed","Black Cloud: Environmental Studies Gaming",1
"1870","Badges Work for Vets","Black Cloud: Environmental Studies Gaming",1
"1876","Cellcraft: Exploring the Cell Through Computer Games","Black Cloud: Environmental Studies Gaming",1
"1879","CivicsLab.com","Black Cloud: Environmental Studies Gaming",1
"1882","Collaborative Data","Black Cloud: Environmental Studies Gaming",1
"1883","Computer Science Student Network Badge System","Black Cloud: Environmental Studies Gaming",1
"1884","Conservation Connection","Black Cloud: Environmental Studies Gaming",1
"1887","Critical Commons","Black Cloud: Environmental Studies Gaming",1
"1890","Design for America: A Badge Community for Innovation","Black Cloud: Environmental Studies Gaming",1
"1893","Digital Democracy Contest","Black Cloud: Environmental Studies Gaming",1
"1898","Digital Media & Learning Competition 1","Black Cloud: Environmental Studies Gaming",4
"1899","Digital Media & Learning Competition 2","Black Cloud: Environmental Studies Gaming",2
"1900","Digital Media & Learning Competition 3","Black Cloud: Environmental Studies Gaming",2
"1901","Digital Media & Learning Competition 4","Black Cloud: Environmental Studies Gaming",2
"1902","Digital Media and Learning Competitions","Black Cloud: Environmental Studies Gaming",2
"1904","DigitalOcean: Sampling the Sea","Black Cloud: Environmental Studies Gaming",1
"1905","Disney-Pixar Wilderness Explorers Badges","Black Cloud: Environmental Studies Gaming",1
"1908","EarthWorks","Black Cloud: Environmental Studies Gaming",1
"1912","Fab@School","Black Cloud: Environmental Studies Gaming",1
"1917","Fractor: Act on Facts","Black Cloud: Environmental Studies Gaming",1
"1919","Global Challenge","Black Cloud: Environmental Studies Gaming",1
"1922","Graphic, Visual and Multi-modal Storytelling","Black Cloud: Environmental Studies Gaming",2
"1923","GreaterThanGames Virtual Lab","Black Cloud: Environmental Studies Gaming",1
"1925","HASTAC Scholars - Evaluation of Impact","Black Cloud: Environmental Studies Gaming",1
"1929","HASTAC@Duke","Black Cloud: Environmental Studies Gaming",1
"1931","History Game Canada","Black Cloud: Environmental Studies Gaming",1
"1933","HyperCities","Black Cloud: Environmental Studies Gaming",3
"1936","Intel and Society for Science and the Public Badges","Black Cloud: Environmental Studies Gaming",1
"1938","LevelUp","Black Cloud: Environmental Studies Gaming",1
"1939","Leverage for Digital On-Ramps","Black Cloud: Environmental Studies Gaming",1
"1940","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Black Cloud: Environmental Studies Gaming",1
"1942","Mobile Action Lab","Black Cloud: Environmental Studies Gaming",1
"1943","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Black Cloud: Environmental Studies Gaming",2
"1944","Mobile Movement: Handheld Philanthropy","Black Cloud: Environmental Studies Gaming",1
"1945","Mobile Musical Networks","Black Cloud: Environmental Studies Gaming",1
"1946","Moodle as Issuer, Mahara as Displayer","Black Cloud: Environmental Studies Gaming",1
"1948","My Girl Scout Sash Is An App","Black Cloud: Environmental Studies Gaming",1
"1949","National Manufacturing Badge System","Black Cloud: Environmental Studies Gaming",1
"1951","NatureBadges: Open Source Nature & Science Badge System","Black Cloud: Environmental Studies Gaming",1
"1952","Networked Newsroom","Black Cloud: Environmental Studies Gaming",1
"1953","Networking Grassroots Knowledge Globally","Black Cloud: Environmental Studies Gaming",1
"1958","Origami: Enfolding Real and Virtual Learning","Black Cloud: Environmental Studies Gaming",1
"1960","Participatory Chinatown","Black Cloud: Environmental Studies Gaming",1
"1961","Partners in Learning Network Badges","Black Cloud: Environmental Studies Gaming",1
"1962","Pathways for Lifelong Learning","Black Cloud: Environmental Studies Gaming",1
"1963","Pathways to Global Competence: A Badge System for Students","Black Cloud: Environmental Studies Gaming",1
"1966","Planet Stewards: Personalized Learning in 3D GameLab","Black Cloud: Environmental Studies Gaming",1
"1967","Playpower: Radically Affordable Computer-Aided Learning","Black Cloud: Environmental Studies Gaming",1
"1968","Preparing Librarians to Meet the Needs of 21st Century Teens","Black Cloud: Environmental Studies Gaming",1
"1971","RezEd: The Hub for Learning and Virtual Worlds","Black Cloud: Environmental Studies Gaming",1
"1972","S2R Medals","Black Cloud: Environmental Studies Gaming",1
"1973","SA&FS Learner Driven Badges Project","Black Cloud: Environmental Studies Gaming",1
"1977","Scholar Class 2012","Black Cloud: Environmental Studies Gaming",1
"1978","Scholar Class 2013","Black Cloud: Environmental Studies Gaming",1
"1979","Scholars","Black Cloud: Environmental Studies Gaming",1
"1988","Staff","Black Cloud: Environmental Studies Gaming",1
"1991","Sustainable South Bronx Fab Lab","Black Cloud: Environmental Studies Gaming",1
"1992","Sweet Water AQUAPONS","Black Cloud: Environmental Studies Gaming",1
"1994","Talkers and Doers","Black Cloud: Environmental Studies Gaming",1
"1995","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Black Cloud: Environmental Studies Gaming",1
"2006","Virtual Peace","Black Cloud: Environmental Studies Gaming",1
"2007","Visualizing Venice","Black Cloud: Environmental Studies Gaming",1
"2008","Voces Moviles (Mobile Voices)","Black Cloud: Environmental Studies Gaming",2
"2010","Who Built America? Badges for Teaching Disciplinary Literacy in History","Black Cloud: Environmental Studies Gaming",1
"2012","WildLab","Black Cloud: Environmental Studies Gaming",1
"2013","Women Aloud: Videoblogging for Empowerment (WAVE)","Black Cloud: Environmental Studies Gaming",1
"2014","Youth APPLab","Black Cloud: Environmental Studies Gaming",1
"2015","Youth Digital Filmmaker Badge System","Black Cloud: Environmental Studies Gaming",1
"2023","Badges for Lifelong Learning","Bound By Law",1
"2049","Digital Dissertations","Bound By Law",1
"2054","Digital Media & Learning Competition 2","Bound By Law",1
"2056","Digital Media & Learning Competition 4","Bound By Law",1
"2076","Grand Challenges and Enduring Questions","Bound By Law",1
"2082","HASTAC Steering Committee","Bound By Law",1
"2084","HASTAC@Duke","Bound By Law",1
"2087","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Bound By Law",1
"2113","Origami: Enfolding Real and Virtual Learning","Bound By Law",1
"2130","Scholar Class 2010","Bound By Law",1
"2134","Scholars","Bound By Law",1
"2143","Staff","Bound By Law",1
"2211","Digital Media & Learning Competition 4","BuzzMath",3
"2329","Access + Digital Literacy","Cellcraft: Exploring the Cell Through Computer Games",1
"2338","Black Cloud: Environmental Studies Gaming","Cellcraft: Exploring the Cell Through Computer Games",1
"2344","CivicsLab.com","Cellcraft: Exploring the Cell Through Computer Games",1
"2352","Critical Commons","Cellcraft: Exploring the Cell Through Computer Games",3
"2358","Digital Democracy Contest","Cellcraft: Exploring the Cell Through Computer Games",1
"2363","Digital Media & Learning Competition 1","Cellcraft: Exploring the Cell Through Computer Games",3
"2364","Digital Media & Learning Competition 2","Cellcraft: Exploring the Cell Through Computer Games",4
"2365","Digital Media & Learning Competition 3","Cellcraft: Exploring the Cell Through Computer Games",1
"2366","Digital Media & Learning Competition 4","Cellcraft: Exploring the Cell Through Computer Games",1
"2367","Digital Media and Learning Competitions","Cellcraft: Exploring the Cell Through Computer Games",1
"2369","DigitalOcean: Sampling the Sea","Cellcraft: Exploring the Cell Through Computer Games",1
"2382","Fractor: Act on Facts","Cellcraft: Exploring the Cell Through Computer Games",1
"2384","Global Challenge","Cellcraft: Exploring the Cell Through Computer Games",2
"2392","HASTAC Steering Committee","Cellcraft: Exploring the Cell Through Computer Games",1
"2396","History Game Canada","Cellcraft: Exploring the Cell Through Computer Games",1
"2397","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Cellcraft: Exploring the Cell Through Computer Games",1
"2398","HyperCities","Cellcraft: Exploring the Cell Through Computer Games",1
"2405","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Cellcraft: Exploring the Cell Through Computer Games",1
"2408","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Cellcraft: Exploring the Cell Through Computer Games",1
"2409","Mobile Movement: Handheld Philanthropy","Cellcraft: Exploring the Cell Through Computer Games",1
